accounttypelovdesc,approvedforonboarding,businesssegmentlovdesc,businesssubsegmentlovdesc,createdby,createdon,incorporationcountrycode,internalidentifiers_ccid,internalidentifiers_onboardingcaseid,internalidentifiers_scileid,internalidentifiers_scisubprofileid,justificationforclientonboarding,modifiedby,modifiedon,prospectclassificationlovdesc,prospectcountrycode,prospectdisqualifyreasondesc,prospectid,prospectname,prospectsourcelovdesc,prospectstatuslovdesc,prospecttierlovdesc,prospecttypelovdesc,prospectstagelovdesc,yearonrevenueprojectionusd000,yearthreerevenueprojectionusd000,yearfiverevenueprojectionusd000,caseid,legalentityid,casestage_lovdesc,priority,businessunit_lovdesc,casestatus_lovdesc,createdondate,casestatusmodifieddate,caseoriginaltargetcompletiondate,comments,kycreviewtype,kycreviewreasons,fccrecommendation
Non-Borrowing,True,Middle Market,Local Corporates,Maria Garcia,2023-05-17,US,597537,407223,594280,114722,High strategic importance.,Kunal Mehta,2025-07-01,None,HK,Client decision,2971,Prospect_2971,Self,Qualified,Gold,Subsidiary,Draft,79942.54,34399.03,76117.77,CASE100410,,Complete,Low,SINGAPORE,Open,2025-09-05,2024-06-27,2020-05-11,Onboarding delayed due to missing tax documents.,New Business,Refresh KYC,True
Borrowing,False,Local Corporate,Middle Markets,David Chen,2024-07-21,GB,369137,231448,498441,495911,Strong revenue potential.,John Mathews,2021-05-09,Liquidity provider,DE,Auto disqualified,1410,Prospect_1410,Self,Converted,Gold,Subsidiary,Draft,32389.99,53170.25,92308.29,CASE100411,LE201411,Complete,Medium,SINGAPORE,Open,2022-11-12,2020-08-22,2022-05-30,Client classified as low risk after initial screening.,Refresh KYC,Refresh KYC,False
Non-Borrowing,False,Middle Market,Middle Markets,John Mathews,2020-01-02,HK,750687,231850,563673,808023,High strategic importance.,Sarah Lee,2022-03-21,Co-Borrower / Guarantor,IN,Auto disqualified,715,Prospect_715,Self,Lead,Gold,Subsidiary,Onboarding In Progress,26977.98,129465.3,40667.69,CASE100412,,Complete,Low,HONG KONG,Closed,2022-08-06,2020-11-30,2024-07-14,"High potential client, fast-track onboarding recommended.",Refresh KYC,New Business,False
Non-Borrowing,False,Financial Institution,Hedge Funds,Rohit Sharma,2023-05-29,DE,154741,727867,791841,722309,Strong revenue potential.,Kunal Mehta,2025-06-10,Co-Borrower / Guarantor,US,Client decision,2685,Prospect_2685,Self,Portfolio,Portfolio,Subsidiary,Converted,26188.81,53583.55,97915.32,CASE100413,,Complete,Medium,HONG KONG,Open,2025-08-09,2021-05-08,2022-10-27,"Compliance review in progress, awaiting approvals.",Refresh KYC,Refresh KYC,False
Borrowing,True,Middle Market,Middle Markets,Priya Nair,2023-03-21,HK,369149,267183,754349,464417,Client meets all KYC requirements.,John Mathews,2023-10-19,None,US,Auto disqualified,2671,Prospect_2671,Self,Silver,Platinum,Standalone,Qualify,18384.5,32108.89,146995.99,CASE100414,,Validation,High,SINGAPORE,Closed,2025-01-25,2022-02-16,2022-01-20,"Compliance review in progress, awaiting approvals.",New Business,Refresh KYC,True
Borrowing,True,Financial Institution,Middle Markets,Maria Garcia,2022-05-10,AU,828524,311036,908468,604421,Existing group relationship.,Sarah Lee,2022-07-17,Liquidity provider,IN,Client decision,1434,Prospect_1434,Self,Lead,Platinum,Group,Draft,87823.74,55029.13,46942.27,CASE100415,,Complete,High,HONG KONG,Closed,2021-01-01,2024-02-03,2022-09-24,Client classified as low risk after initial screening.,Refresh KYC,Refresh KYC,False
Borrowing,True,Financial Institution,Local Corporates,Kunal Mehta,2024-10-26,IN,774306,253448,633418,137235,High strategic importance.,Priya Nair,2020-06-14,None,HK,Auto disqualified,2259,Prospect_2259,Self,Converted,Platinum,Group,Converted,39196.25,47993.45,170594.28,CASE100416,LE202260,Validation,High,INDIA,Closed,2022-12-29,2021-11-01,2025-07-03,Onboarding delayed due to missing tax documents.,New Business,Refresh KYC,False
Borrowing,True,Middle Market,Finance Companies,Maria Garcia,2023-08-12,HK,674700,496811,922316,999885,Existing group relationship.,Rohit Sharma,2025-01-06,Co-Borrower / Guarantor,DE,Client decision,339,Prospect_339,Self,Converted,Gold,Standalone,Onboarding In Progress,87408.85,76186.27,86841.65,CASE100417,LE200340,Validation,Low,SINGAPORE,Open,2020-04-21,2024-04-07,2022-10-13,"Compliance review in progress, awaiting approvals.",Refresh KYC,New Business,False
Non-Borrowing,True,Local Corporate,Finance Companies,Priya Nair,2025-03-19,HK,555065,572813,988353,945008,Client meets all KYC requirements.,Priya Nair,2024-09-13,None,HK,Client decision,2762,Prospect_2762,User Referral,Gold,Platinum,Standalone,Converted,88348.76,134982.33,149041.47,CASE100418,,Validation,High,HONG KONG,Closed,2022-03-23,2022-11-02,2022-06-10,Pending additional KYC documentation from client.,New Business,Refresh KYC,False
Non-Borrowing,False,Local Corporate,Financial Sponsors - Portfolio Companies,Lisa Wong,2024-12-14,HK,180387,573208,913428,135362,Existing group relationship.,Emily Davis,2021-03-10,None,IN,Auto disqualified,1263,Prospect_1263,User Referral,Lead,Platinum,Subsidiary,Onboarding In Progress,13128.59,104443.64,136005.24,CASE100419,,Complete,Low,HONG KONG,Closed,2023-04-03,2021-05-31,2020-11-13,"High potential client, fast-track onboarding recommended.",Refresh KYC,New Business,True
Non-Borrowing,True,Middle Market,Finance Companies,Sarah Lee,2024-12-16,US,768559,512099,940774,498909,Existing group relationship.,David Chen,2020-01-29,Liquidity provider,US,Auto disqualified,465,Prospect_465,User Referral,Converted,Portfolio,Subsidiary,Qualify,4020.8,127520.9,81436.73,CASE100420,LE200466,Complete,High,SINGAPORE,Open,2023-01-21,2023-11-03,2022-04-17,Client onboarding completed successfully.,New Business,New Business,False
Non-Borrowing,True,Financial Institution,Hedge Funds,Kunal Mehta,2022-05-25,SG,983547,868601,403867,305741,Client meets all KYC requirements.,Sarah Lee,2022-01-15,None,IN,Auto disqualified,2709,Prospect_2709,Self,Gold,Gold,Subsidiary,Draft,96849.55,45176.08,162290.2,CASE100421,,Validation,High,INDIA,Closed,2023-07-13,2022-05-12,2023-05-09,Client classified as low risk after initial screening.,New Business,Refresh KYC,False
Non-Borrowing,False,Local Corporate,Fintech - Other,Priya Nair,2025-09-24,SG,524117,965155,610798,909111,Client meets all KYC requirements.,Lisa Wong,2023-03-20,Transaction participation counterparty / SPV,GB,Client decision,913,Prospect_913,User Referral,Qualified,Gold,Group,Draft,21110.91,4438.58,5987.08,CASE100422,,Validation,High,INDIA,Closed,2023-02-24,2021-04-08,2021-09-02,Client classified as low risk after initial screening.,Refresh KYC,Refresh KYC,True
Non-Borrowing,True,Global Corporate,Financial Sponsors - Portfolio Companies,Priya Nair,2025-04-22,AU,123823,173025,715654,530656,Client meets all KYC requirements.,Priya Nair,2020-03-02,Transaction participation counterparty / SPV,AU,Client decision,682,Prospect_682,User Referral,Disqualified,Portfolio,Subsidiary,Onboarding In Progress,38215.85,54279.51,52155.05,CASE100423,,Validation,High,INDIA,Open,2023-10-16,2025-01-10,2023-06-29,Pending additional KYC documentation from client.,New Business,New Business,True
Borrowing,True,Financial Institution,Local Corporates,Sarah Lee,2021-11-26,HK,364478,807511,137387,241532,Strong revenue potential.,Rohit Sharma,2024-02-09,Transaction participation counterparty / SPV,IN,Client decision,2988,Prospect_2988,User Referral,Portfolio,Platinum,Standalone,Converted,13015.05,106055.37,2319.33,CASE100424,,Business Acceptance,High,INDIA,Closed,2023-12-21,2024-11-17,2020-09-13,"Compliance review in progress, awaiting approvals.",Refresh KYC,Refresh KYC,True
Non-Borrowing,True,Middle Market,Hedge Funds,David Chen,2020-12-13,SG,728822,459106,814502,698873,Client meets all KYC requirements.,Amit Singh,2023-12-12,Co-Borrower / Guarantor,AU,Client decision,2987,Prospect_2987,Self,Converted,Portfolio,Subsidiary,Converted,94684.18,41389.0,158580.82,CASE100425,LE202988,Complete,Medium,INDIA,Closed,2024-08-07,2025-07-25,2023-04-12,Pending additional KYC documentation from client.,New Business,New Business,True
Borrowing,False,Financial Institution,Origination GC,Maria Garcia,2023-03-08,AU,485409,303352,957156,670667,Strong revenue potential.,Rohit Sharma,2025-03-21,Co-Borrower / Guarantor,DE,Auto disqualified,2838,Prospect_2838,Self,Lead,Portfolio,Standalone,Converted,9125.34,41482.08,26923.04,CASE100426,,Validation,Low,SINGAPORE,Open,2024-10-02,2020-03-04,2024-12-06,Pending additional KYC documentation from client.,New Business,New Business,True
Borrowing,True,Global Corporate,Local Corporates,Lisa Wong,2025-10-12,HK,672488,305409,293646,752642,Client meets all KYC requirements.,John Mathews,2025-08-12,Liquidity provider,SG,Client decision,862,Prospect_862,Self,Converted,Gold,Subsidiary,Converted,80724.04,13940.91,81842.64,CASE100427,LE200863,Complete,High,HONG KONG,Open,2020-04-27,2025-12-14,2021-05-22,Client onboarding completed successfully.,New Business,New Business,False
Non-Borrowing,False,Global Corporate,FI - Financial Sponsors,Maria Garcia,2023-10-04,SG,166138,290592,137734,306386,Strong revenue potential.,Rohit Sharma,2020-05-08,None,DE,Auto disqualified,1605,Prospect_1605,Self,Lead,Gold,Subsidiary,Qualify,86093.8,31210.88,122147.4,CASE100428,,Validation,High,HONG KONG,Open,2020-02-06,2023-12-25,2025-09-30,Client classified as low risk after initial screening.,New Business,New Business,False
Borrowing,False,Local Corporate,Middle Markets,John Mathews,2021-01-17,SG,427340,158150,830357,778507,Existing group relationship.,John Mathews,2020-03-01,Liquidity provider,HK,Client decision,1283,Prospect_1283,User Referral,Silver,Platinum,Group,Onboarding In Progress,92366.12,109945.13,194055.92,CASE100429,,Complete,Low,HONG KONG,Closed,2022-08-03,2024-09-18,2025-05-29,Client classified as low risk after initial screening.,New Business,Refresh KYC,False
Non-Borrowing,True,Global Corporate,Global Subsidiaries GC,Kunal Mehta,2022-08-20,AU,934869,184403,116342,625143,Strong revenue potential.,Emily Davis,2021-11-26,None,US,Auto disqualified,2241,Prospect_2241,User Referral,Lead,Portfolio,Standalone,Converted,46051.65,76157.71,199962.58,CASE100430,,Complete,Low,INDIA,Open,2020-01-29,2025-01-06,2024-05-30,"Compliance review in progress, awaiting approvals.",New Business,New Business,True
Borrowing,True,Financial Institution,Origination GC,Rohit Sharma,2023-06-25,DE,770394,146686,648212,704845,Client meets all KYC requirements.,Priya Nair,2022-11-18,Liquidity provider,US,Client decision,593,Prospect_593,User Referral,Silver,Platinum,Standalone,Draft,56228.77,10070.44,173994.33,CASE100431,,Validation,Medium,HONG KONG,Closed,2020-12-19,2023-07-28,2021-10-27,Pending additional KYC documentation from client.,New Business,New Business,True
Non-Borrowing,True,Local Corporate,Financial Sponsors - Portfolio Companies,John Mathews,2022-07-09,GB,477274,417091,982587,662976,Client meets all KYC requirements.,Amit Singh,2023-04-15,None,GB,Client decision,2545,Prospect_2545,Self,Gold,Platinum,Standalone,Draft,50829.39,149593.5,107523.28,CASE100432,,Business Acceptance,Low,SINGAPORE,Open,2021-01-14,2021-04-23,2020-11-02,"High potential client, fast-track onboarding recommended.",New Business,Refresh KYC,True
Borrowing,True,Global Corporate,Hedge Funds,Priya Nair,2022-03-26,AU,861505,949858,448257,863071,Client meets all KYC requirements.,Amit Singh,2022-03-06,Transaction participation counterparty / SPV,US,Auto disqualified,310,Prospect_310,User Referral,Disqualified,Portfolio,Group,Qualify,53855.03,85109.17,26494.48,CASE100433,,Complete,High,INDIA,Closed,2024-08-21,2020-04-17,2025-05-21,"Compliance review in progress, awaiting approvals.",Refresh KYC,Refresh KYC,False
Non-Borrowing,False,Local Corporate,Origination GC,Rohit Sharma,2021-08-26,US,700648,877957,777185,615481,High strategic importance.,Priya Nair,2021-07-06,Liquidity provider,GB,Auto disqualified,1046,Prospect_1046,Self,Qualified,Portfolio,Subsidiary,Draft,24185.13,23330.85,72221.09,CASE100434,,Validation,Medium,INDIA,Open,2021-07-17,2024-03-15,2025-04-05,Client onboarding completed successfully.,Refresh KYC,Refresh KYC,False
Non-Borrowing,True,Local Corporate,FI - Financial Sponsors,Emily Davis,2020-04-10,GB,433536,479531,836050,549892,High strategic importance.,Kunal Mehta,2022-05-23,None,GB,Auto disqualified,987,Prospect_987,User Referral,Disqualified,Portfolio,Group,Converted,57711.02,7270.06,173062.48,CASE100435,,Complete,High,HONG KONG,Closed,2021-09-15,2024-11-21,2023-04-20,Client classified as low risk after initial screening.,New Business,Refresh KYC,True
Non-Borrowing,False,Middle Market,Hedge Funds,Maria Garcia,2020-07-08,GB,767519,664540,141633,666950,Existing group relationship.,David Chen,2024-06-06,Transaction participation counterparty / SPV,HK,Client decision,1057,Prospect_1057,Self,Portfolio,Portfolio,Standalone,Converted,26028.89,83652.88,191395.56,CASE100436,,Complete,Low,SINGAPORE,Closed,2025-07-26,2022-05-20,2021-07-31,Pending additional KYC documentation from client.,New Business,Refresh KYC,True
Non-Borrowing,False,Local Corporate,Global Subsidiaries GC,Priya Nair,2022-09-29,SG,906117,125927,792732,113054,High strategic importance.,David Chen,2022-02-01,Co-Borrower / Guarantor,GB,Client decision,2453,Prospect_2453,Self,Lead,Portfolio,Group,Draft,58438.77,37924.88,131473.3,CASE100437,,Complete,Low,INDIA,Open,2021-09-05,2024-08-29,2021-12-28,"Compliance review in progress, awaiting approvals.",Refresh KYC,Refresh KYC,False
Non-Borrowing,False,Local Corporate,Financial Sponsors - Portfolio Companies,Sarah Lee,2025-04-30,IN,757661,361002,928333,188121,High strategic importance.,John Mathews,2021-10-26,None,HK,Auto disqualified,2177,Prospect_2177,Self,Disqualified,Platinum,Standalone,Qualify,82389.11,37622.66,161181.41,CASE100438,,Complete,Medium,HONG KONG,Closed,2022-06-22,2025-06-09,2021-02-07,Client classified as low risk after initial screening.,New Business,New Business,False
Borrowing,False,Global Corporate,Local Corporates,Lisa Wong,2020-10-25,IN,288065,821004,641614,439826,High strategic importance.,David Chen,2021-05-12,None,AU,Auto disqualified,1156,Prospect_1156,User Referral,Silver,Gold,Group,Converted,294.31,74268.84,159757.32,CASE100439,,Business Acceptance,High,INDIA,Closed,2025-11-10,2020-07-09,2020-05-23,Client onboarding completed successfully.,Refresh KYC,New Business,True
Borrowing,False,Financial Institution,Origination GC,Emily Davis,2025-02-08,DE,481282,780461,202775,153733,Strong revenue potential.,Rohit Sharma,2024-05-19,None,DE,Auto disqualified,2588,Prospect_2588,User Referral,Disqualified,Platinum,Standalone,Onboarding In Progress,86318.36,69638.19,192546.94,CASE100440,,Validation,High,HONG KONG,Open,2024-03-21,2023-05-26,2021-02-28,Onboarding delayed due to missing tax documents.,New Business,New Business,False
Borrowing,True,Financial Institution,Global Subsidiaries GC,Amit Singh,2024-08-24,US,114073,691322,693567,805652,Strong revenue potential.,John Mathews,2020-06-04,Liquidity provider,AU,Auto disqualified,460,Prospect_460,Self,Qualified,Portfolio,Subsidiary,Qualify,44550.94,53972.89,161757.41,CASE100441,,Validation,Medium,SINGAPORE,Closed,2025-04-15,2023-02-10,2025-07-20,"Compliance review in progress, awaiting approvals.",New Business,Refresh KYC,True
Non-Borrowing,False,Global Corporate,FI - Financial Sponsors,Kunal Mehta,2022-03-07,HK,365710,482929,696107,253841,Client meets all KYC requirements.,David Chen,2024-04-23,Co-Borrower / Guarantor,GB,Client decision,1901,Prospect_1901,User Referral,Converted,Gold,Group,Qualify,61030.02,121362.7,72674.36,CASE100442,LE201902,Complete,High,HONG KONG,Closed,2022-12-29,2024-12-29,2021-07-10,"Compliance review in progress, awaiting approvals.",New Business,New Business,True
Borrowing,False,Financial Institution,Origination GC,Emily Davis,2024-04-21,SG,647225,338517,923036,222085,Existing group relationship.,John Mathews,2024-04-15,Liquidity provider,AU,Client decision,2036,Prospect_2036,Self,Silver,Gold,Standalone,Converted,25681.77,59997.47,95358.0,CASE100443,,Validation,Low,HONG KONG,Closed,2021-05-29,2025-05-09,2025-07-23,"High potential client, fast-track onboarding recommended.",New Business,Refresh KYC,False
Non-Borrowing,True,Local Corporate,Fintech - Other,John Mathews,2025-07-17,US,443238,196647,200732,248298,High strategic importance.,Amit Singh,2023-12-14,Co-Borrower / Guarantor,IN,Auto disqualified,1018,Prospect_1018,User Referral,Gold,Gold,Standalone,Converted,99872.82,67255.22,48928.23,CASE100444,,Business Acceptance,Medium,INDIA,Closed,2021-02-09,2025-05-25,2022-12-31,Onboarding delayed due to missing tax documents.,Refresh KYC,Refresh KYC,False
Non-Borrowing,True,Middle Market,Fintech - Other,Lisa Wong,2024-06-24,GB,151628,278848,966706,211708,Client meets all KYC requirements.,Maria Garcia,2025-02-10,Liquidity provider,DE,Auto disqualified,2519,Prospect_2519,User Referral,Portfolio,Platinum,Subsidiary,Converted,61505.92,94230.21,31183.3,CASE100445,,Business Acceptance,Low,SINGAPORE,Open,2024-12-27,2021-03-30,2021-06-30,"Compliance review in progress, awaiting approvals.",Refresh KYC,New Business,False
Borrowing,False,Local Corporate,Financial Sponsors - Portfolio Companies,Priya Nair,2022-09-26,SG,558479,675107,996302,423804,Client meets all KYC requirements.,John Mathews,2022-11-29,None,HK,Auto disqualified,2283,Prospect_2283,User Referral,Disqualified,Gold,Standalone,Draft,97291.28,107222.83,70620.44,CASE100446,,Business Acceptance,Medium,HONG KONG,Closed,2022-04-30,2023-01-17,2020-11-27,Onboarding delayed due to missing tax documents.,New Business,New Business,True
Borrowing,False,Local Corporate,Local Corporates,Lisa Wong,2021-08-27,GB,310668,152336,670104,701794,Client meets all KYC requirements.,Sarah Lee,2024-06-19,None,SG,Client decision,2060,Prospect_2060,Self,Disqualified,Gold,Standalone,Onboarding In Progress,77259.83,55751.55,134616.81,CASE100447,,Validation,Medium,HONG KONG,Closed,2024-05-18,2020-05-19,2023-10-27,Enhanced due diligence recommended based on risk factors.,Refresh KYC,Refresh KYC,False
Non-Borrowing,True,Middle Market,Financial Sponsors - Portfolio Companies,Priya Nair,2020-01-23,US,426219,353213,274985,813416,High strategic importance.,John Mathews,2025-04-17,Liquidity provider,IN,Auto disqualified,2154,Prospect_2154,Self,Disqualified,Portfolio,Standalone,Onboarding In Progress,87601.35,78090.32,118779.75,CASE100448,,Complete,Low,SINGAPORE,Open,2025-12-12,2023-12-26,2020-12-21,Onboarding delayed due to missing tax documents.,Refresh KYC,Refresh KYC,False
